"business_id","phone_number","name","full_address","latitude","longitude","review_count","rating","timezone","website","place_id","place_link","types","price_level","Sunday","Monday","Tuesday","Wednesday","Thursday","Friday","Saturday","city","verified","photos","state","description"
"0x39eb19a4d6e50139:0xfb39d9c864b561b5","","Come college","P85G+2VW Come college, Charkhal Rd, Kathmandu 44600, Nepal","27.707601999999998","85.3272169","","","Asia/Katmandu","","ChIJOQHl1qQZ6zkRtWG1ZMjZOfs","https://www.google.com/maps/place/data=!3m1!4b1!4m2!3m1!1s0x39eb19a4d6e50139:0xfb39d9c864b561b5","College","","","","","","","","","Kathmandu, Nepal","false","","",""
"0x39eb1975861bca7f:0x8351fdf3aba0be10","+97715914284","Elite CA","Elite CA, Devkota Sadak, Kathmandu 44600, Nepal","27.6943865","85.33725129999999","63","4.8","Asia/Katmandu","http://www.elitecanepal.com/","ChIJf8obhnUZ6zkREL6gq_P9UYM","https://www.google.com/maps/place/data=!3m1!4b1!4m2!3m1!1s0x39eb1975861bca7f:0x8351fdf3aba0be10","College","","6 AM-6 PM","6 AM-6 PM","6 AM-6 PM","6 AM-6 PM","6 AM-6 PM","6 AM-6 PM","6 AM-6 PM","Kathmandu, Nepal","true","https://lh5.googleusercontent.com/p/AF1QipP543YJqEbQYFWBGhp4U5QD42QYp7cIcVmUPpGp=w203-h152-k-no","Open . Closes 6 PM",""
"0x39eb1933d9da4fe3:0xd48e1651db090822","","A Hall Thapathali Engineering College","M8V9+VFJ A Hall Thapathali Engineering College, Kathmandu 44600, Nepal","27.6948983","85.3187943","1","5","Asia/Katmandu","","ChIJ40_a2TMZ6zkRIggJ21EWjtQ","https://www.google.com/maps/place/data=!3m1!4b1!4m2!3m1!1s0x39eb1933d9da4fe3:0xd48e1651db090822","College","","","","","","","","","Kathmandu, Nepal","false","https://lh5.googleusercontent.com/p/AF1QipPQ-8ZKjSzWgz31hxkM8fw_ITvj42bCqWccpBNH=w203-h114-k-no","",""
"0x39eb19cb3d31a8d1:0x40237d7949a552f3","","Kathmandu medical College international admission office","P849+7H5 Kathmandu medical College international admission office, Kathmandu 44600, Nepal","27.705641699999997","85.31897149999999","","","Asia/Katmandu","","ChIJ0agxPcsZ6zkR81KlSXl9I0A","https://www.google.com/maps/place/data=!3m1!4b1!4m2!3m1!1s0x39eb19cb3d31a8d1:0x40237d7949a552f3","College","","8:50 AM-6:50 PM","8 AM-6 PM","8 AM-6 PM","8 AM-6 PM","8 AM-6 PM","8 AM-6 PM","8 AM-6 PM","Kathmandu, Nepal","false","","Open . Closes 6 PM",""
"0x39eb199695c982a1:0x2edc589e898608da","+97715438625","United College","United College, Lalitpur 44600, Nepal","27.669217999999997","85.31834669999999","110","4.7","Asia/Katmandu","https://college.united.edu.np/","ChIJoYLJlZYZ6zkR2giGiZ5Y3C4","https://www.google.com/maps/place/data=!3m1!4b1!4m2!3m1!1s0x39eb199695c982a1:0x2edc589e898608da","College","","8 AM-5 PM","8 AM-5 PM","8 AM-5 PM","8 AM-5 PM","8 AM-5 PM","8 AM-5 PM","Closed","Lalitpur, Nepal","true","https://lh5.googleusercontent.com/p/AF1QipMul8r2Gs--ysZSuUgVqLdElbMzSs4UB3TNanJ0=w262-h100-k-no","Open . Closes 5 PM",""
"0x39eb185c0cc1a515:0x9fd7221897e03aa","+97714279521","Gillette College","M7WX+X38 Gillette College,  , Kathmandu 44614, Nepal","27.6974229","85.297693","3","4.3","Asia/Katmandu","","ChIJFaXBDFwY6zkRqgN-iSFy_Qk","https://www.google.com/maps/place/data=!3m1!4b1!4m2!3m1!1s0x39eb185c0cc1a515:0x9fd7221897e03aa","College","","6 AM-10 PM","6 AM-10 PM","6 AM-10 PM","6 AM-10 PM","6 AM-10 PM","6 AM-10 PM","Closed","Kathmandu, Nepal","false","https://lh3.googleusercontent.com/gps-proxy/ALd4DhFhlcZcx_b6EIYRuDJr3m9oQD8j0XtevifUC5w_G00z9xfVuNgs1_248fC6hau9E74j51YPfdmtJJFurhgCKxw5osAOsUpH3hIP65WeEemiKS41R_JGM2vgylSVd82jne6RNmqtR6a7BPVIwAQ4XTcktN8sTxfAfEqtwsd9Pd0cGkoWHIDDlR2pFEEIMf220Rcoww=w203-h114-k-no","Open . Closes 10 PM",""
"0x39eb19d3753c59af:0x345c7fc611d20151","+9779801022403","Skill Block- Islington college","P85F+5M8 Skill Block- Islington college, Dhobidhara Marg, Kathmandu 44600, Nepal","27.708280199999997","85.32452479999999","","","Asia/Katmandu","https://islington.edu.np/","ChIJr1k8ddMZ6zkRUQHSEcZ_XDQ","https://www.google.com/maps/place/data=!3m1!4b1!4m2!3m1!1s0x39eb19d3753c59af:0x345c7fc611d20151","College","","7 AM-5 PM","7 AM-5 PM","7 AM-5 PM","7 AM-5 PM","7 AM-5 PM","7 AM-5 PM","7 AM-5 PM","Kathmandu, Nepal","false","https://lh5.googleusercontent.com/p/AF1QipOEToNe3QxRgvUbHUfYDHLcI3RJTNIJjj87jgxD=w203-h188-k-no","Open . Closes 5 PM",""
"0x39eb1763d6778a71:0xddda4e731d60fad2","+97715250123","Little Angels' College","M83P+7MM Little Angels' College, Lalitpur 44700, Nepal","27.6503704","85.33442079999999","186","4","Asia/Katmandu","","ChIJcYp31mMX6zkR0vpgHXNO2t0","https://www.google.com/maps/place/data=!3m1!4b1!4m2!3m1!1s0x39eb1763d6778a71:0xddda4e731d60fad2","Private college","","6:30 AM-5:30 PM","6:30 AM-5:30 PM","6:30 AM-5:30 PM","6:30 AM-5:30 PM","6:30 AM-5:30 PM","6:30 AM-5:30 PM","Closed","Lalitpur, Nepal","true","https://lh5.googleusercontent.com/p/AF1QipOy5BXohqBvAyi5nX309ddof8t52JNoZsVD4E1v=w203-h114-k-no","Open . Closes 5:30 PM",""
"0x39eb18fb62b43191:0xc10f0d608a700efc","+97715351990","People's Campus","P875+QCG People's Campus, Paknajol Marg, Kathmandu 44600, Nepal","27.714382","85.3086046","111","4.1","Asia/Katmandu","http://peoplescampus.edu.np/","ChIJkTG0YvsY6zkR_A5wimAND8E","https://www.google.com/maps/place/data=!3m1!4b1!4m2!3m1!1s0x39eb18fb62b43191:0xc10f0d608a700efc","Community college, Management school","","7 AM-4 PM","7 AM-4 PM","7 AM-4 PM","7 AM-4 PM","7 AM-4 PM","7 AM-4 PM","Closed","Kathmandu, Nepal","true","https://lh5.googleusercontent.com/p/AF1QipPee0amhjwm0-cFymRuDcDbSlxMcB_fToo7S4a8=w203-h114-k-no","Open . Closes 4 PM",""
"0x39eb19a138d4bec5:0xbeb092e69e528b40","+97715323761","Human Resource Development And Research Institute","M8QG+W8J Human Resource Development And Research Institute, Kathmandu 44600, Nepal","27.6898363","85.3257605","6","3.7","Asia/Katmandu","https://hurdri.org/","ChIJxb7UOKEZ6zkRQItSnuaSsL4","https://www.google.com/maps/place/data=!3m1!4b1!4m2!3m1!1s0x39eb19a138d4bec5:0xbeb092e69e528b40","College","","Open 24 hours","Open 24 hours","Open 24 hours","Open 24 hours","Open 24 hours","Open 24 hours","Open 24 hours","Kathmandu, Nepal","false","https://lh5.googleusercontent.com/p/AF1QipPat6dHWgKK0EJBC-rbmRufTCsreJy90zzalal3=w203-h270-k-no","Open 24 hours",""
"0x39eb1907895816e3:0x2c4bdc4268b9dd3a","+97714955304","Modern Nepal College","Modern Nepal College, Sorhakhutte Bahati Pokhari, Buddha Tole Marg, Kathmandu 44600, Nepal","27.720745899999997","85.31138849999999","32","4.1","Asia/Katmandu","https://www.mncollege.edu.np/","ChIJ4xZYiQcZ6zkROt25aELcSyw","https://www.google.com/maps/place/data=!3m1!4b1!4m2!3m1!1s0x39eb1907895816e3:0x2c4bdc4268b9dd3a","College","","6:30 AM-4:30 PM","6:30 AM-4:30 PM","6:30 AM-4:30 PM","6:30 AM-4:30 PM","6:30 AM-4:30 PM","6:30 AM-4:30 PM","Closed","Kathmandu, Nepal","true","https://lh5.googleusercontent.com/p/AF1QipNQNwrKVHTGjzuRKg38AnaFu4W10VFpOAlV2dRu=w203-h240-k-no","Open . Closes 4:30 PM",""
"0x39eb17bd4d2906a5:0x491d0062151598e5","+97715244888","Nepal Mountain Academy","M8VH+2W5 Nepal Mountain Academy, Kathmandu 44600, Nepal","27.692505099999998","85.3298715","46","4.7","Asia/Katmandu","https://nma.gov.np/","ChIJpQYpTb0X6zkR5ZgVFWIAHUk","https://www.google.com/maps/place/data=!3m1!4b1!4m2!3m1!1s0x39eb17bd4d2906a5:0x491d0062151598e5","Government college","","10 AM-5 PM","10 AM-5 PM","10 AM-5 PM","10 AM-5 PM","10 AM-5 PM","10 AM-5 PM","Closed","Kathmandu, Nepal","false","https://lh5.googleusercontent.com/p/AF1QipPDKJ34h6-Ke8Vt7MSbFm4wUbFz9iAUF0nsXSc=w203-h152-k-no","Open . Closes 5 PM",""
"0x39eb19fdfca52547:0x23a7fb6b2679de7f","+9779766417608","Koteswwor multiple campus","M8PP+VQ2 Koteswwor multiple campus, Kathmandu 44600, Nepal","27.6871914","85.33689179999999","","","Asia/Katmandu","","ChIJRyWl_P0Z6zkRf955Jmv7pyM","https://www.google.com/maps/place/data=!3m1!4b1!4m2!3m1!1s0x39eb19fdfca52547:0x23a7fb6b2679de7f","College","","","","","","","","","Kathmandu, Nepal","false","","",""
"0x39eb19285c8cecfd:0xe256866e3779d171","+97714375365","Brooklyn College (Dikshanta College, Oliver Public HS)","P8GW+Q8Q Brooklyn College (Dikshanta College, Oliver Public HS), Kathmandu 44600, Nepal","27.7269524","85.3458799","17","3.9","Asia/Katmandu","http://www.befnepal.edu.np/","ChIJ_eyMXCgZ6zkRcdF5N26GVuI","https://www.google.com/maps/place/data=!3m1!4b1!4m2!3m1!1s0x39eb19285c8cecfd:0xe256866e3779d171","College","","9 AM-5 PM","9 AM-5 PM","9 AM-5 PM","9 AM-5 PM","9 AM-5 PM","9 AM-5 PM","Closed","Kathmandu, Nepal","true","https://lh5.googleusercontent.com/p/AF1QipNLwNXq1d4Q9NyKmMy9n1jqGwGF9370vzkmK1OH=w203-h152-k-no","Open . Closes 5 PM",""
"0x39eb19138974447d:0xdd171de26dc85ecd","+97714520871","National College","National College, Pragati Tole Marg, Kathmandu 44600, Nepal","27.731679399999997","85.3414959","71","4","Asia/Katmandu","https://nationalcollege.edu.np/","ChIJfUR0iRMZ6zkRzV7IbeIdF90","https://www.google.com/maps/place/data=!3m1!4b1!4m2!3m1!1s0x39eb19138974447d:0xdd171de26dc85ecd","College, University","","6 AM-5 PM","6 AM-5 PM","6 AM-5 PM","6 AM-5 PM","6 AM-5 PM","6 AM-5 PM","Closed","Kathmandu, Nepal","true","https://lh5.googleusercontent.com/p/AF1QipPca9GsPaPacyYoEWaiBaEi1MrmRH_-Pglz2Xc=w203-h135-k-no","Open . Closes 5 PM",""
"0x39eb1964007648af:0x2517a2d195369e51","","Golden Gate International College White wing","P83R+J88 Golden Gate International College White wing, Jyoti Marg, Kathmandu 44600, Nepal","27.704041099999998","85.340841","4","3.8","Asia/Katmandu","","ChIJr0h2AGQZ6zkRUZ42ldGiFyU","https://www.google.com/maps/place/data=!3m1!4b1!4m2!3m1!1s0x39eb1964007648af:0x2517a2d195369e51","College","","","","","","","","","Kathmandu, Nepal","false","","",""
"0x39eb19e10ccbb5a7:0x5da48abd7a2992b9","+9779840676482","Star Boys College Of Technology","M8RR+R86 Star Boys College Of Technology, Kathmandu 44600, Nepal","27.69203","85.3407666","","","Asia/Katmandu","","ChIJp7XLDOEZ6zkRuZIper2KpF0","https://www.google.com/maps/place/data=!3m1!4b1!4m2!3m1!1s0x39eb19e10ccbb5a7:0x5da48abd7a2992b9","University","","6 AM-6 PM","6 AM-6 PM","6 AM-6 PM","6 AM-6 PM","6 AM-6 PM","6 AM-6 PM","Closed","Kathmandu, Nepal","false","","Open . Closes 6 PM",""
"0x39eb1933be5b39ab:0x4850275e8ce800c","","Chabahil","P82R+XHP Chabahil, Kathmandu 44600, Nepal","27.702465699999998","85.34145579999999","","","Asia/Katmandu","","ChIJqzlbvjMZ6zkRDIDO6HUChQQ","https://www.google.com/maps/place/data=!3m1!4b1!4m2!3m1!1s0x39eb1933be5b39ab:0x4850275e8ce800c","College","","","","","","","","","Kathmandu, Nepal","false","","",""
"0x39eb1909e0302c69:0x7de75990ab7dc8c9","+97714425661","Softwarica College, Block C","P84H+75P Softwarica College, Block C, Radhe Marg, Kathmandu 44600, Nepal","27.705724399999998","85.32796739999999","1","5","Asia/Katmandu","http://www.softwarica.edu.np/","ChIJaSww4AkZ6zkRych9q5BZ530","https://www.google.com/maps/place/data=!3m1!4b1!4m2!3m1!1s0x39eb1909e0302c69:0x7de75990ab7dc8c9","College","","","","","","","","","Kathmandu, Nepal","false","","",""
"0x39eb1900ee27cb27:0x6a2cee858908f7ff","","Department of Geology","P848+VQR Department of Geology, Kathmandu 44600, Nepal","27.707232899999997","85.3168769","18","4.4","Asia/Katmandu","","ChIJJ8sn7gAZ6zkR__cIiYXuLGo","https://www.google.com/maps/place/data=!3m1!4b1!4m2!3m1!1s0x39eb1900ee27cb27:0x6a2cee858908f7ff","Government college","","6 AM-5 PM","6 AM-5 PM","6 AM-5 PM","6 AM-5 PM","6 AM-5 PM","6 AM-5 PM","Closed","Kathmandu, Nepal","false","https://lh5.googleusercontent.com/p/AF1QipOzUrFgpseiRFQsApfE8fYMJD_N5S0dTRhL_Sf4=w203-h270-k-no","Open . Closes 5 PM",""
"0x39eb199b59deef9f:0x1e882fd10f1c8312","+97715913789","Veda Technical Academy","P83W+WXC Veda Technical Academy, Kathmandu 44600, Nepal","27.7048015","85.3473968","25","4.2","Asia/Katmandu","http://www.vedatechacademy.com/","ChIJn-_eWZsZ6zkREoMcD9EviB4","https://www.google.com/maps/place/data=!3m1!4b1!4m2!3m1!1s0x39eb199b59deef9f:0x1e882fd10f1c8312","University","","6 AM-5 PM","6 AM-5 PM","6 AM-5 PM","6 AM-5 PM","6 AM-5 PM","6 AM-5 PM","Closed","Kathmandu, Nepal","false","https://lh5.googleusercontent.com/p/AF1QipM6Bg0w-AfiQUaDGu8-WyY0_yEMHaRh37ng8SVu=w203-h135-k-no","Open . Closes 5 PM",""
"0x39eb1975d9a63ce1:0xba943c1befde98ad","+97714566313","KSMT College","P85Q+6PJ KSMT College, Pashupati Sadak, Kathmandu 44621, Nepal","27.708088099999998","85.3392622","8","4.3","Asia/Katmandu","","ChIJ4Tym2XUZ6zkRrZje7xs8lLo","https://www.google.com/maps/place/data=!3m1!4b1!4m2!3m1!1s0x39eb1975d9a63ce1:0xba943c1befde98ad","Educational institution","","","","","","","","","Kathmandu, Nepal","false","https://lh5.googleusercontent.com/p/AF1QipOxMW_S8tiOAeJk28tlLcudg_Zw_mCaW3atQtd3=w203-h360-k-no","",""
"0x39eb19ec37e5c887:0x8a15882f964107b4","+97714612474","Valley College of Engineering","Valley College of Engineering, Kathmandu 44600, Nepal","27.678312499999997","85.3414375","15","3.9","Asia/Katmandu","","ChIJh8jlN-wZ6zkRtAdBli-IFYo","https://www.google.com/maps/place/data=!3m1!4b1!4m2!3m1!1s0x39eb19ec37e5c887:0x8a15882f964107b4","College, University","","6:15 AM-2 PM","6:15 AM-2 PM","6:15 AM-2 PM","6:15 AM-2 PM","6:15 AM-2 PM","6:15 AM-2 PM","Closed","Kathmandu, Nepal","true","https://lh5.googleusercontent.com/p/AF1QipMrLoWJp5o-nvlmt9BWb9dtlTEBroyQ9pjhRdat=w203-h227-k-no","Open . Closes 2 PM",""
"0x39eb1921ae6be84b:0xed4755154ea4f94b","+97714602084","Collage of National Academic Square","Collage of National Academic Square, Seti O.p. Marg 32, Kathmandu 44600, Nepal","27.6789216","85.3472413","7","3.3","Asia/Katmandu","","ChIJS-hrriEZ6zkRS_mkThVVR-0","https://www.google.com/maps/place/data=!3m1!4b1!4m2!3m1!1s0x39eb1921ae6be84b:0xed4755154ea4f94b","College","","6 AM-5 PM","6 AM-5 PM","6 AM-5 PM","6 AM-5 PM","6 AM-5 PM","6 AM-5 PM","Closed","Kathmandu, Nepal","true","https://lh5.googleusercontent.com/p/AF1QipOYBvn9AypWMjCDqrGmLC46VWwdLItVYn94Te83=w203-h304-k-no","Open . Closes 5 PM",""
"0x39eb19bd0a9aaaab:0xb78cba8740a7bff3","","Metro College","M8RM+G52 Metro College, Bhaktithapa Rd, Kathmandu 44600, Nepal","27.6912578","85.3328842","","","Asia/Katmandu","","ChIJq6qaCr0Z6zkR87-nQIe6jLc","https://www.google.com/maps/place/data=!3m1!4b1!4m2!3m1!1s0x39eb19bd0a9aaaab:0xb78cba8740a7bff3","University","","","","","","","","","Kathmandu, Nepal","false","","",""
"0x39eb1999984238bf:0x34aee6fc77f57250","+97714442098","NTP College","P84G+H8P NTP College, Kathmandu 44600, Nepal","27.7065736","85.32584299999999","21","2.3","Asia/Katmandu","","ChIJvzhCmJkZ6zkRUHL1d_zmrjQ","https://www.google.com/maps/place/data=!3m1!4b1!4m2!3m1!1s0x39eb1999984238bf:0x34aee6fc77f57250","College","","6 AM-5 PM","6 AM-5 PM","6 AM-5 PM","6 AM-5 PM","6 AM-5 PM","6 AM-5 PM","Closed","Kathmandu, Nepal","true","https://lh5.googleusercontent.com/p/AF1QipOC2A2qJcKy1E9KF0DMiIhaoT4-o2Z5d-1ACfWZ=w203-h152-k-no","Open . Closes 5 PM",""
"0x39eb1934dac3baa3:0x489ad56785669997","+9779869413662","Seekshya Academy | ACCA College in Nepal","Seekshya Academy | ACCA College in Nepal, Baneshwor, Near Civil Hospital, 5th Floor, Kathmandu 44600, Nepal","27.6873959","85.3380887","24","4.8","Asia/Katmandu","https://seekshyaacademy.edu.np/","ChIJo7rD2jQZ6zkRl5lmhWfVmkg","https://www.google.com/maps/place/data=!3m1!4b1!4m2!3m1!1s0x39eb1934dac3baa3:0x489ad56785669997","College, Chartered accountant, Educational institution, Private college","","6:30 AM-6 PM","6:30 AM-6 PM","6:30 AM-6 PM","6:30 AM-6 PM","6:30 AM-6 PM","6:30 AM-6 PM","6:30 AM-6 PM","Kathmandu, Nepal","true","https://lh5.googleusercontent.com/p/AF1QipPP6ygx0mHOlc7QmLJxgX5bkg_v6NjvV0UeQbfA=w203-h135-k-no","Open . Closes 6 PM",""
"0x39eb194b7959530d:0xa58b1b4260ce763b","+97715912578","The London College, Kathmandu","The London College, Kathmandu, Tinkune, Kathmandu 44600, Nepal","27.6862569","85.34807889999999","3","5","Asia/Katmandu","https://www.thelondoncollege.edu.np/","ChIJDVNZeUsZ6zkRO3bOYEIbi6U","https://www.google.com/maps/place/data=!3m1!4b1!4m2!3m1!1s0x39eb194b7959530d:0xa58b1b4260ce763b","College","","6 AM-6 PM","6 AM-6 PM","6 AM-6 PM","6 AM-6 PM","6 AM-6 PM","6 AM-6 PM","Closed","Kathmandu, Nepal","true","https://lh5.googleusercontent.com/p/AF1QipOPJ7uYzMtoiBVfYlV3htlfp9vKMXx8JjrnYWhv=w203-h135-k-no","Open . Closes 6 PM",""
"0x39eb193a400ca545:0x63874558b3e067ff","+97714955457","Southwestern State College","Southwestern State College,  , Kathmandu 44600, Nepal","27.7395271","85.32543179999999","246","4","Asia/Katmandu","http://www.southwestern.edu.np/","ChIJRaUMQDoZ6zkR_2fgs1hFh2M","https://www.google.com/maps/place/data=!3m1!4b1!4m2!3m1!1s0x39eb193a400ca545:0x63874558b3e067ff","College","","6 AM-6 PM","6 AM-6 PM","6 AM-6 PM","6 AM-6 PM","6 AM-6 PM","6 AM-6 PM","Closed","Kathmandu, Nepal","true","https://lh5.googleusercontent.com/p/AF1QipOsWsI13j9XUE7zEZe9aYGqEKk7STFlJhfd6MI8=w203-h132-k-no","Open . Closes 6 PM",""
"0x39eb19c7a58ed799:0x891c4bc346357c26","+97715260419","Universal Engineering & Science College /     ","Universal Engineering & Science College /     , Lalitpur 44700, Nepal","27.680027","85.3261113","55","3.7","Asia/Katmandu","http://uesc.edu.np/","ChIJmdeOpccZ6zkRJnw1RsNLHIk","https://www.google.com/maps/place/data=!3m1!4b1!4m2!3m1!1s0x39eb19c7a58ed799:0x891c4bc346357c26","Engineering school","","","","","","","","","Lalitpur, Nepal","true","https://lh5.googleusercontent.com/p/AF1QipNuVp9nEO8Gl_V0AauqD_64dZRu0spONHpIWF73=w203-h134-k-no","",""
"0x39eb19af991bc5d9:0xf7fa4ac582280d45","+97715430889","Vedas College","M8F9+439 Vedas College, Lalitpur 44600, Nepal","27.672780699999997","85.3177484","21","4.6","Asia/Katmandu","http://vedascollege.edu.np/","ChIJ2cUbma8Z6zkRRQ0ogsVK-vc","https://www.google.com/maps/place/data=!3m1!4b1!4m2!3m1!1s0x39eb19af991bc5d9:0xf7fa4ac582280d45","College","","6:30 AM-4 PM","6:30 AM-4 PM","6:30 AM-4 PM","6:30 AM-4 PM","6:30 AM-4 PM","6:30 AM-4 PM","Closed","Lalitpur, Nepal","false","https://lh5.googleusercontent.com/p/AF1QipM8_tnyrXWU-d_yVOKN2clwNE_NSEuTxLS-TW0A=w203-h114-k-no","Open . Closes 4 PM",""
"0x39eb19be8b27bb29:0xb1dbdd0a2af0b52d","+97715522149","KITS COLLEGE OF NURSING","KITS COLLEGE OF NURSING, Lalitpur 44600, Nepal","27.6859525","85.3220053","7","4.1","Asia/Katmandu","","ChIJKbsni74Z6zkRLbXwKgrd27E","https://www.google.com/maps/place/data=!3m1!4b1!4m2!3m1!1s0x39eb19be8b27bb29:0xb1dbdd0a2af0b52d","Nursing school","","","","","","","","","Lalitpur, Nepal","true","https://lh5.googleusercontent.com/p/AF1QipMDRvqiSm7e6E0hrIcZBupEHV6FzxLITsE5AQiG=w203-h152-k-no","",""
"0x39eb19f4f521d6e3:0xb96a0d3b739861a5","+9779803572342","LBEF CAMPUS, 1st IT College of Nepal","LBEF CAMPUS, 1st IT College of Nepal, Top IT College in Nepal Opp. Maitidevi Temple, Kathmandu 44600, Nepal","27.7054986","85.3334472","25","2.8","Asia/Katmandu","https://www.google.com.np/search?q=top+IT+college+in+nepal&oq=top&aqs=chrome.0.69i59j69i61j69i57j69i60l2j69i65.2280j0j7&client=ms-android-samsung&sourceid=chrome-mobile&ie=UTF-8","ChIJ49Yh9fQZ6zkRpWGYczsNark","https://www.google.com/maps/place/data=!3m1!4b1!4m2!3m1!1s0x39eb19f4f521d6e3:0xb96a0d3b739861a5","College","","Open 24 hours","Open 24 hours","Open 24 hours","Open 24 hours","Open 24 hours","Open 24 hours","Closed","Kathmandu, Nepal","true","https://lh5.googleusercontent.com/p/AF1QipM-hvRyHv8MV_ShfbiLNWFPBYh5mh-00EQNn5CZ=w266-h100-k-no","Open . Closes 12 AM",""
"0x39eb1972a9f84d11:0x526a7b86bc470eac","","Sauravko College","Sauravko College, Bhagawati Marg 810, Kathmandu 44600, Nepal","27.7122696","85.3308074","5","5","Asia/Katmandu","","ChIJEU34qXIZ6zkRrA5HvIZ7alI","https://www.google.com/maps/place/data=!3m1!4b1!4m2!3m1!1s0x39eb1972a9f84d11:0x526a7b86bc470eac","University","","","","","","","","","Kathmandu, Nepal","false","","",""
"0x39eb199b2f7ebdc9:0x9abd9bd7f5fec93a","+97714490647","Modern Kanya College","M8XV+5JJ Modern Kanya College, Kathmandu 44600, Nepal","27.6979671","85.3440019","4","2.5","Asia/Katmandu","","ChIJyb1-L5sZ6zkROsn-9debvZo","https://www.google.com/maps/place/data=!3m1!4b1!4m2!3m1!1s0x39eb199b2f7ebdc9:0x9abd9bd7f5fec93a","College","","","","","","","","","Kathmandu, Nepal","false","https://lh5.googleusercontent.com/p/AF1QipNY4THunV35jziqmlOIoFr6WSPjWMvp8oacmuhC=w222-h100-k-no","",""
"0x39eb1952a03bf71b:0x74d721a6f2790dc","","My college","P849+JHF My college, Kathmandu 44600, Nepal","27.706558299999998","85.31893509999999","","","Asia/Katmandu","","ChIJG_c7oFIZ6zkR3JAnbxpyTQc","https://www.google.com/maps/place/data=!3m1!4b1!4m2!3m1!1s0x39eb1952a03bf71b:0x74d721a6f2790dc","College","","","","","","","","","Kathmandu, Nepal","false","","",""
"0x39eb19cc350db64d:0x3e91271044e42b5b","+97715430889","Aberdeen International College","M8F9+72W Aberdeen International College, Lalitpur 44700, Nepal","27.6732311","85.31757979999999","15","3.4","Asia/Katmandu","","ChIJTbYNNcwZ6zkRWyvkRBAnkT4","https://www.google.com/maps/place/data=!3m1!4b1!4m2!3m1!1s0x39eb19cc350db64d:0x3e91271044e42b5b","College, University","","6 AM-5 PM","6 AM-5 PM","6 AM-5 PM","6 AM-5 PM","6 AM-5 PM","6 AM-5 PM","Closed","Lalitpur, Nepal","false","https://lh3.googleusercontent.com/gps-proxy/ALd4DhETSN-Cvl2H2FR5gZCmwMooarzFU1a86cJTKkJo2yDfaidblV-TxPwMia1nlXj3DKROcQGE920hI1CAuFSf5x4bHZfb8rxEZYBNN8qP96PZD1f5LGtKEEe24xYQ-2zMqNqdaRTCkhnmDOYLsRqzMJVRyJrhd386cUVLF9qvTfRKlU94dr0KdkYpk4zV23LkqhgGlmA=w203-h152-k-no","Open . Closes 5 PM",""
"0x39eb1990c4864849:0xacca381f4387aa0e","+97714113789","International College of Hospitality Management","International College of Hospitality Management, New baneshwor -34, Sangam Chowk Marg, 44600, Nepal","27.692563999999997","85.3403701","7","3.3","Asia/Katmandu","","ChIJSUiGxJAZ6zkRDqqHQx84yqw","https://www.google.com/maps/place/data=!3m1!4b1!4m2!3m1!1s0x39eb1990c4864849:0xacca381f4387aa0e","Private college","","6 AM-5 PM","6 AM-5 PM","6 AM-5 PM","6 AM-5 PM","6 AM-5 PM","6 AM-5 PM","Closed","Kathmandu, Nepal","false","https://lh3.googleusercontent.com/gps-proxy/ALd4DhG6ZdsnWXlKdXnOeBQK9WK0968AQHQ7w-2ttPUdNYiYI3Hmbm2KpTMm0CXt6O6kBlruECsDUskokIDNP592NLEW6ampKadELuMK8-jzSbmeOMz3M9T47YHsjfKwEgEHkRrKhrV6PgBu-kX5UearWTgtulU5laxOUS3sMuqTzxl7aV9XSbNXC5KRQ--T9LjGFtlFytg=w203-h114-k-no","Open . Closes 5 PM",""
"0x39eb19da04835ff9:0xb0752fe02aef5c81","+97715435872","Nirvana College","M8CC+F2V Nirvana College, Kumaripati - Mahalaximisthan Rd, Lalitpur 44600, Nepal","27.6713733","85.3200073","21","3.7","Asia/Katmandu","http://www.nirvanacollege.edu.np/","ChIJ-V-DBNoZ6zkRgVzvKuAvdbA","https://www.google.com/maps/place/data=!3m1!4b1!4m2!3m1!1s0x39eb19da04835ff9:0xb0752fe02aef5c81","Private college, College","","6 AM-5 PM","6 AM-5 PM","6 AM-5 PM","6 AM-5 PM","6 AM-5 PM","6 AM-5 PM","8 AM-5 PM","Lalitpur, Nepal","true","https://lh3.googleusercontent.com/gps-proxy/ALd4DhGtuXI10zxBnDr4Q5XtgbHkq0YRvG_Hi-UvBL6T_ow9uhpQoZCcH3CwCVCu1jByy0BP0IcXOJ59ULV2Ww1GvWR4KPkjCoWn2c69FTassUKuudCvAmAOVpaYWzyX0EcrjCX6PkAXvWUjmFvargRDJG64RxZG53i2JZx4nk7_HUwsNaHZRY8lBk7WWtaMb8GZUkdp0xQ=w203-h152-k-no","Open . Closes 5 PM",""
